0.0 0
9.6e-06 1460
9.6e-06 1460
0.000165176 2920
0.000741944 4380
0.00075396 5840
0.00188346 7300
0.0019075 8760
0.00191951 10220
0.00194354 11680
0.00402251 11680
0.00402251 2920
0.00923726 3650
0.0104989 4234
0.010511 4737
0.0116645 5186
0.0116765 5597
0.0116885 5977
0.0132746 6333
0.0132746 6333
0.0132866 6669
0.0132987 6988
0.0133107 7293
0.0152212 7585
0.0152212 7125
0.0152212 7125
0.0152332 7424
0.0152453 7711
0.0152573 7987
0.017276 8253
0.017276 7526
0.017276 7526
0.017288 7809
0.0173 8081
0.017312 8344
0.017324 8599
0.0193427 8846
0.0193427 7839
0.0193427 7839
0.0193547 8110
0.0193667 8372
0.0193788 8626
0.0193908 8873
0.0212052 9113
0.0212052 7856
0.0212052 7856
0.0212172 8127
0.0212292 8389
0.0212412 8643
0.0212533 8889
0.0212653 9128
0.0227673 9361
0.0227673 7659
0.0227673 7659
0.0227793 7937
0.0227913 8205
0.0228033 8464
0.0228153 8715
0.0228274 8959
0.0241539 9196
0.024166 9427
0.024178 9653
0.02419 9873
0.024202 10088
0.024214 10299
0.0253414 10505
0.0253534 10707
0.0253654 10906
0.0253774 11101
0.0253894 11293
0.0254014 11481
0.0254135 11666
0.0268197 11848
0.0268197 9748
0.0268197 9748
0.0268317 9966
0.0268437 10179
0.0268557 10388
0.0268677 10593
0.0268797 10794
0.0268918 10991
0.0284659 11184
0.0284659 8983
0.0284659 8983
0.0284779 9220
0.0284899 9451
0.0285019 9676
0.0285139 9896
0.0285259 10111
0.0285379 10321
0.0301 10527
0.0301 8256
0.0301 8256
0.030112 8514
0.0301241 8764
0.0301361 9007
0.0301481 9243
0.0301601 9473
0.0301721 9698
